,total_cup_points,species,country_of_origin,region,producer,farm_name,grading_date,variety,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects,altitude_mean_meters,certification_body,harvest_year
69,85.5,Arabica,Guatemala,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),asoperc,"February 26th, 2013",Bourbon,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,0.11,0,0.0,1,1731.264,Asociacion Nacional Del Café,2013
70,85.42,Arabica,Ethiopia,oromia,Assefa Belay Coffee Producer,unknown,"March 31st, 2015",Other,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,0.1,0,0.0,18,1900.0,METAD Agricultural Development plc,2015
71,85.42,Arabica,Uganda,kapchorwa,Chesiyo Farmer group,chesiyo farmer group,"June 26th, 2014",SL14,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,0.12,0,0.0,5,1950.0,Uganda Coffee Development Authority,2013
72,85.42,Arabica,United States,kona,unknown,unknown,"April 6th, 2012",Hawaiian Kona,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,0.0,4,0.0,6,518.0,Specialty Coffee Association,2012
73,85.42,Arabica,Brazil,south of minas,José Vagner Ribeiro Junqueira,fazenda serra de três barras,"December 3rd, 2011",Bourbon,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,0.11,0,0.0,1,1250.0,NUCOFFEE,2011
74,85.42,Arabica,El Salvador,apaneca,J. Hill y Cia SA de CV,sierra nevada,"May 31st, 2010",Bourbon,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,0.01,0,0.0,0,1400.0,Specialty Coffee Association,2009
75,85.33,Arabica,China,yunnan,Pu'er City Longke Coffee Co.Ltd,pu'er city longke coffee co.ltd,"April 6th, 2016",Catimor,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,0.1,0,0.0,0,1700.0,Yunnan Coffee Exchange,2015
76,85.33,Arabica,Guatemala,huehuetenango,Arturo Aguirre,el injerto s.a.,"May 23rd, 2015",Pacamara,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,0.11,0,0.0,1,1770.0,Blossom Valley International,2014
77,85.33,Arabica,Costa Rica,west valley,Cafe Altura de San Ramon,several,"May 1st, 2014",Caturra,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,0.0,0,0.0,0,1300.0,Specialty Coffee Association,2014
78,85.33,Arabica,Costa Rica,san ramon,SEVERAL,several,"May 1st, 2014",Caturra,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,0.1,0,0.0,2,1300.0,Specialty Coffee Association,2014
79,85.33,Arabica,Kenya,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,unknown,"April 19th, 2013",SL34,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,0.0,0,0.0,2,1600.0,Kenya Coffee Traders Association,2012
80,85.33,Arabica,Kenya,central kenya,Blend from various Producers,unknown,"March 12th, 2013",SL34,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,0.0,0,0.0,6,1200.0,Kenya Coffee Traders Association,2012
81,85.33,Arabica,Ethiopia,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",phone number | 0911-513824 email: gmt.ft,"June 17th, 2010",Ethiopian Yirgacheffe,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,0.05,0,0.0,2,1875.0,Ethiopia Commodity Exchange,2009
82,85.33,Arabica,Ethiopia,yirgacheffe,Contact name | Hailu Gebre Hiwot,unknown,"June 17th, 2010",Typica,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,0.1,0,0.0,3,1875.0,Ethiopia Commodity Exchange,2009
83,85.25,Arabica,Guatemala,oriente,MARGARITA AVILA DE NUYENS,la esperanza y anexos,"April 27th, 2016",Bourbon,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,0.1,0,2.0,2,1311.0,Asociacion Nacional Del Café,2016
84,85.25,Arabica,Colombia,santander,varios,various,"April 8th, 2015",Caturra,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,0.11,0,0.0,0,1550.0,Almacafé,2015
85,85.25,Arabica,Colombia,santander,unknown,unknown,"January 17th, 2014",Caturra,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,0.12,0,0.0,2,1550.0,Almacafé,2014
86,85.17,Arabica,Southeast Asia,lintong,unknown,unknown,"November 26th, 2012",Sumatra Lintong,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,0.11,0,0.0,3,1325.0,Specialty Coffee Association,2012
87,85.17,Arabica,Guatemala,huehuetenango,Coop. Hoja Blanca - Fedecocagua,coop. hoja blanca - fedecocagua,"January 18th, 2012",Caturra,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,0.0,0,0.0,7,1400.0,Specialty Coffee Association,2012
88,85.08,Arabica,Ethiopia,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,seid damtew coffee planation,"August 9th, 2016",Other,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,0.11,0,1.0,8,1792.0,METAD Agricultural Development plc,2016
89,85.08,Arabica,Colombia,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,unknown,"August 18th, 2015",Caturra,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,0.0,0,0.0,0,2560.0,Almacafé,2015
90,85.08,Arabica,Ethiopia,aricha,BNT,aricha coop,"October 7th, 2014",Other,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,0.1,2,0.0,7,1700.0,Specialty Coffee Association,2014
91,85.08,Arabica,United States,kona,unknown,unknown,"March 10th, 2014",Hawaiian Kona,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,0.11,2,0.0,2,518.0,Specialty Coffee Association,2014
92,85.08,Arabica,Colombia,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,unknown,"March 16th, 2012",Caturra,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,0.11,0,0.0,8,2136.0,Almacafé,2012
93,85.08,Arabica,United States,kona,Kona Pacific Farmers Cooperative,unknown,"December 27th, 2010",Hawaiian Kona,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,0.01,1,0.0,7,518.0,Specialty Coffee Association,2010
94,85.08,Arabica,Ethiopia,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,unknown,"June 17th, 2010",Gesha,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,0.0,0,0.0,5,1725.0,Ethiopia Commodity Exchange,2010
95,85.08,Arabica,United States,kona,unknown,kona pacific farmers cooperative,"May 17th, 2010",Hawaiian Kona,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,0.0,0,0.0,0,518.0,Specialty Coffee Association,2010
96,85.0,Arabica,Uganda,eastern uganda,Kyagalanyi Coffee Ltd,mount elgon area,"July 24th, 2017",SL14,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,0.11,0,0.0,1,1800.0,Uganda Coffee Development Authority,2016
97,85.0,Arabica,Colombia,huila,La Plata,unknown,"February 15th, 2017",Caturra,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,0.0,0,0.0,3,1574.0,Almacafé,2016
98,85.0,Arabica,Costa Rica,tarrazu,Manuel Montero,estate la patricia,"January 30th, 2017",Catuai,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,0.12,1,1.0,1,1900.0,Specialty Coffee Association,2016
99,85.0,Arabica,Mexico,veracruz,Varios productores minifundistas,various,"September 21st, 2016",Typica,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,0.09,0,0.0,3,1300.0,Centro Agroecológico del Café A.C.,2015
101,85.0,Arabica,Kenya,central kenya,unknown,machure estate,"April 19th, 2013",SL34,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,0.0,0,0.0,5,1580.0,Kenya Coffee Traders Association,2012
102,85.0,Arabica,Brazil,grama valley,Idalina M. De Andrade Ferreira,sitío são geraldo,"February 29th, 2012",Mundo Novo,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,0.12,0,0.0,3,1100.0,NUCOFFEE,2012
103,85.0,Arabica,Mexico,mexico,Finca Kassandra,kassandra,"April 6th, 2011",Pacamara,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,0.0,0,0.0,0,1400.0,Specialty Coffee Association,2010
104,85.0,Arabica,United States,kona,unknown,kona pacific farmers cooperative,"February 24th, 2011",Hawaiian Kona,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,0.0,0,0.0,1,518.0,Specialty Coffee Association,2011
105,85.0,Arabica,Guatemala,"chuva, san marcos",Federico Weller,la igualdad,"September 7th, 2010",Bourbon,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,0.04,0,0.0,1,1325.88,Specialty Coffee Association,2009
106,84.92,Arabica,Colombia,huila,La Plata,unknown,"November 25th, 2016",Caturra,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,0.0,1,6.0,2,1574.0,Almacafé,2016
107,84.92,Arabica,Colombia,huila,La Plata,unknown,"October 26th, 2015",Caturra,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,0.12,0,0.0,1,1775.0,Almacafé,2015
108,84.92,Arabica,Taiwan,natou county,SU CHUEN SHIAN 蘇春賢,baishengcun coffee 百勝村咖啡莊園,"June 9th, 2015",Typica,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,0.11,0,0.0,0,800.0,Specialty Coffee Association,2015
109,84.92,Arabica,"Tanzania, United Republic Of",mbeya,Hasambo AMCOS,hasambo amcos,"December 12th, 2014",Other,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,0.12,0,0.0,2,1620.0,Africa Fine Coffee Association,2014
110,84.92,Arabica,Colombia,huila,LA PLATA,unknown,"December 11th, 2012",Caturra,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,0.11,0,0.0,3,1775.0,Almacafé,2012
111,84.92,Arabica,Mexico,coatepec,ARTEMIO ZAPATA TEJEDA,el suspiro,"July 11th, 2012",Typica,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,0.11,0,0.0,0,1200.0,AMECAFE,2012
112,84.92,Arabica,Brazil,south of minas,Glaucio Carneiro Pinto,fazenda grota funda,"December 23rd, 2011",Bourbon,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,0.11,0,0.0,2,1200.0,NUCOFFEE,2011
113,84.92,Arabica,Brazil,south of minas,Ricardo Luiz Ferreira,sitio claro,"December 3rd, 2011",Catuai,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,0.12,0,0.0,2,1000.0,NUCOFFEE,2011
114,84.92,Arabica,Kenya,unknown,unknown,unknown,"August 26th, 2010",SL28,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,0.06,1,0.0,9,988.0,Specialty Coffee Association,2009
115,84.83,Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,shi fang yuan 十方源,"May 18th, 2016",Typica,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,0.0,0,0.0,0,350.0,Specialty Coffee Association,2016
116,84.83,Arabica,Uganda,eastern,Sipi organic coffee project,mt.elgon bugisu shamba 2,"June 30th, 2014",SL14,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,0.12,0,0.0,1,1650.0,Uganda Coffee Development Authority,2013
117,84.83,Arabica,United States,kona,unknown,unknown,"April 6th, 2012",Hawaiian Kona,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,0.0,3,0.0,15,518.0,Specialty Coffee Association,2012
118,84.83,Arabica,Ethiopia,sidamo,Sidama Coffee Farmers Coop. Union,contact | sidacoop@ethionet.net,"June 17th, 2010",Gesha,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,0.1,0,0.0,2,1750.0,Ethiopia Commodity Exchange,2009
119,84.83,Arabica,Ethiopia,sidamo,Sidama Coffee Farmers Coop. Union,contact | sidacoop@ethionet.net,"June 17th, 2010",Gesha,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,0.1,0,0.0,4,1750.0,Ethiopia Commodity Exchange,2009
120,84.75,Arabica,Thailand,thailand,Matsuzawa Coffee,matsuzawa coffee,"June 27th, 2016",Caturra,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,0.12,0,0.0,0,1200.0,Specialty Coffee Institute of Asia,2015
121,84.75,Arabica,Kenya,nyeri,KARATINA,karatina,"June 2nd, 2015",SL34,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,0.13,0,0.0,0,1800.0,Kenya Coffee Traders Association,2014
122,84.75,Arabica,Honduras,marcala,Omar Acosta,cerro bueno,"April 25th, 2014",Catuai,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,0.11,0,0.0,4,1450.0,Instituto Hondureño del Café,2014
123,84.75,Arabica,El Salvador,santa ana,Several producers,several,"August 23rd, 2011",Bourbon,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,0.15,0,0.0,3,1200.0,Specialty Coffee Association,2010
124,84.75,Arabica,Nicaragua,jinotega,Juan Alvaro Munguia,santa martha,"May 31st, 2010",Caturra,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,0.18,0,0.0,2,925.0,Specialty Coffee Association,2009
125,84.67,Arabica,El Salvador,apaneca,J.J. Borja Nathan,monterrey,"June 26th, 2017",Bourbon,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,0.0,0,0.0,2,1350.0,Salvadoran Coffee Council,2016
126,84.67,Arabica,Southeast Asia,"temanggung, indonesia",PT. Shriya Artha Nusantara,sran temanggung plantation,"November 24th, 2016",Java,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,0.12,0,0.0,7,1200.0,Specialty Coffee Association of Indonesia,2016
128,84.67,Arabica,Costa Rica,tarrazu,Johanna,rio jorco,"October 4th, 2016",Catuai,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,0.1,0,0.0,2,1150.0,Specialty Coffee Association of Costa Rica,2015
129,84.67,Arabica,Guatemala,acatenango,JUAN BOCK,san diego buena vista,"June 1st, 2016",Bourbon,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,0.1,0,0.0,1,1600.0,Asociacion Nacional Del Café,2015
130,84.67,Arabica,Costa Rica,tarrazu,Coopetarrazú,coopetarrazú,"July 6th, 2015",Caturra,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,0.12,0,0.0,0,1750.0,Specialty Coffee Association of Costa Rica,2014
131,84.67,Arabica,Ethiopia,yirgacheffe,Moplaco,moplaco,"May 23rd, 2015",Ethiopian Yirgacheffe,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,0.1,0,0.0,3,1900.0,Blossom Valley International,2014
132,84.67,Arabica,Costa Rica,costa rica,Maria Elena Castro,finca salaca las brisas,"May 23rd, 2015",Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,0.08,0,0.0,1,1750.0,Blossom Valley International,2014
133,84.67,Arabica,Costa Rica,west valley,CORICAFE BLEND,various,"March 5th, 2014",Catuai,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,0.11,0,0.0,4,1200.0,Specialty Coffee Association of Costa Rica,2014
134,84.67,Arabica,Costa Rica,unknown,unknown,unknown,"January 3rd, 2014",Caturra,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,0.0,1,0.0,10,988.0,Specialty Coffee Association,2012
135,84.67,Arabica,Taiwan,taichung xinshe 台中市新社區,Gu yong long 古永龍,dragon 龍咖啡,"December 26th, 2013",Typica,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,0.11,0,0.0,0,1000.0,Blossom Valley International,2013
136,84.67,Arabica,Colombia,santander,unknown,unknown,"December 20th, 2013",Caturra,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,0.0,0,0.0,0,1550.0,Almacafé,2013
137,84.67,Arabica,Kenya,nyeri,Sasini,unknown,"September 16th, 2012",SL28,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,0.11,0,0.0,0,2000.0,Specialty Coffee Institute of Asia,2012
138,84.67,Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,agropecuaria quiagral,"July 17th, 2012",Bourbon,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,0.11,0,0.0,4,1310.64,Asociacion Nacional Del Café,2012
139,84.67,Arabica,Guatemala,acatenango,SERTRASA,valparaiso,"July 3rd, 2012",Bourbon,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,0.12,0,0.0,4,1524.0,Asociacion Nacional Del Café,2012
140,84.67,Arabica,Mexico,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES","el nogal, la higuera, los laureles","July 2nd, 2012",Typica,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,0.13,0,0.0,3,1200.0,AMECAFE,2012
141,84.67,Arabica,Uganda,mbale,unknown,unknown,"February 13th, 2012",Other,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,0.11,0,0.0,3,1775.0,Africa Fine Coffee Association,2012
142,84.67,Arabica,Peru,"penachi, cecanor",CECANOR,unknown,"June 14th, 2011",Caturra,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,0.0,0,0.0,3,1113.0,Specialty Coffee Association,2011
143,84.67,Arabica,Ethiopia,sidamo,Sidama Coffee Farmers Coop. Union,contact | sidacoop@ethionet.net,"June 17th, 2010",Gesha,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,0.2,0,0.0,3,1750.0,Ethiopia Commodity Exchange,2009
144,84.58,Arabica,Kenya,nyeri,JUNGLE ESTATE,jungle estate,"January 11th, 2018",SL34,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,0.11,0,0.0,5,1754.0,Kenya Coffee Traders Association,2018
145,84.58,Arabica,Colombia,santander,unknown,unknown,"January 10th, 2017",Other,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,0.0,0,0.0,4,1500.0,Almacafé,2016
146,84.58,Arabica,Colombia,huila,La Plata,unknown,"December 28th, 2016",Caturra,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,0.0,0,1.0,5,1574.0,Almacafé,2016
147,84.58,Arabica,Kenya,nyeri,BLEND,blend,"July 21st, 2014",Peaberry,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,0.1,0,0.0,2,1800.0,Kenya Coffee Traders Association,2013
148,84.58,Arabica,Guatemala,jalapa,ROBERTO MONTERROSO,el morito,"May 29th, 2014",Pacas,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,0.11,0,0.0,1,1524.0,Asociacion Nacional Del Café,2014
149,84.58,Arabica,Guatemala,oriente,AMILCAR LAPOLA,el papaturro,"March 24th, 2014",Bourbon,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,0.09,0,0.0,0,1219.2,Asociacion Nacional Del Café,2014
150,84.58,Arabica,Colombia,santander,unknown,unknown,"December 20th, 2013",Caturra,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,0.0,0,0.0,0,1550.0,Almacafé,2013
151,84.58,Arabica,Colombia,huila,La Plata,unknown,"December 6th, 2013",Caturra,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,0.0,0,0.0,5,1750.0,Almacafé,2013
152,84.58,Arabica,Kenya,unknown,changeru wet mill,unknown,"August 30th, 2013",SL28,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,0.0,0,0.0,0,988.0,Kenya Coffee Traders Association,2013
153,84.58,Arabica,Colombia,huila,unknown,unknown,"July 17th, 2013",Caturra,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,0.0,0,0.0,2,1750.0,Almacafé,2012
154,84.58,Arabica,Costa Rica,tres rios,unknown,la chaparral,"March 12th, 2013",Bourbon,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,0.12,0,0.0,2,1575.0,Specialty Coffee Association,2012
155,84.58,Arabica,Colombia,huila,varios,various,"October 9th, 2012",Caturra,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,0.11,0,0.0,6,1800.0,Almacafé,2012
156,84.58,Arabica,Brazil,vale da grama,Homero Texeira de Macedo Junior,fazenda recreio,"December 23rd, 2011",Bourbon,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,0.12,0,0.0,2,1300.0,NUCOFFEE,2011
157,84.58,Arabica,Brazil,mountains of minas gerais,Geraldo Paixão,fazenda vista alegre,"December 3rd, 2011",Catuai,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,0.0,1,1100.0,NUCOFFEE,2011
158,84.5,Arabica,Costa Rica,valle central,Various,unknown,"November 28th, 2017",Caturra,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,0.1,0,0.0,2,1200.0,Specialty Coffee Association of Costa Rica,2017
159,84.5,Arabica,Uganda,eastern uganda,Kawacom Uganda Ltd,kawacom sipi project,"March 14th, 2017",SL14,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,0.11,0,0.0,1,1750.0,Uganda Coffee Development Authority,2016
160,84.5,Arabica,China,yunnan,Menglian Ban’an Coffee Processing Factory,menglian ban’an coffee processing factory,"April 6th, 2016",Catimor,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,0.1,0,0.0,1,1680.0,Yunnan Coffee Exchange,2015
161,84.5,Arabica,Costa Rica,tarrazu,Coopetarrazú,coopetarrazú,"July 6th, 2015",Caturra,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,0.11,0,0.0,0,1700.0,Specialty Coffee Association of Costa Rica,2014
162,84.5,Arabica,Colombia,cauca,unknown,unknown,"June 5th, 2015",Other,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,0.12,1,0.0,0,1800.0,Almacafé,2015
163,84.5,Arabica,China,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD","puer jiangcheng fuwang coffee biotechnology co., ltd","June 16th, 2014",Other,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,0.0,0,0.0,2,1100.0,Specialty Coffee Association,2013
164,84.5,Arabica,Guatemala,oriente,LUIS RODRIGUEZ,el sacramento,"February 26th, 2013",Bourbon,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,0.11,0,0.0,2,1310.64,Asociacion Nacional Del Café,2013
165,84.5,Arabica,Kenya,nyeri,unknown,rumukia farmers,"September 16th, 2012",SL28,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,0.0,0,2000.0,Specialty Coffee Institute of Asia,2012
166,84.5,Arabica,Mexico,hustusco,MARIA IMELDA USCANGA MARTINEZ,la barranca,"July 11th, 2012",Typica,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,0.12,0,0.0,0,1350.0,AMECAFE,2012
167,84.5,Arabica,Mexico,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,finca el retiro,"June 6th, 2012",Typica,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,0.11,0,0.0,4,1500.0,AMECAFE,2012
168,84.5,Arabica,Guatemala,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",nueva granada,"February 16th, 2012",Bourbon,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,0.11,0,0.0,2,1422.0,Asociacion Nacional Del Café,2012
169,84.5,Arabica,Brazil,mmm,mmm,unknown,"March 23rd, 2011",Bourbon,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,0.0,0,0.0,4,1073.0,NUCOFFEE,2011
170,84.5,Arabica,Brazil,test,unknown,unknown,"March 22nd, 2011",Bourbon,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,0.0,2,0.0,0,1073.0,NUCOFFEE,2011
171,84.42,Arabica,Costa Rica,tarrazu,Beneficio San Diego,several farmers,"March 23rd, 2017",Caturra,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,0.1,0,0.0,3,1300.0,Specialty Coffee Association of Costa Rica,2016
172,84.42,Arabica,Southeast Asia,sumatra brastagi,Surbakti,darmawi,"March 14th, 2017",Mandheling,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,0.0,0,0.0,3,1400.0,Specialty Coffee Association,2017
173,84.42,Arabica,Colombia,pitalito,FRANKLIN DUSSAN,unknown,"January 25th, 2016",Caturra,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,1,1574.0,Almacafé,2015
174,84.42,Arabica,Colombia,huila,La Plata,unknown,"July 9th, 2014",Caturra,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,0.0,0,0.0,3,1775.0,Almacafé,2014
175,84.42,Arabica,Taiwan,"mountain ali, taiwan",Kao Ming Lee,tropica galliard,"July 10th, 2013",Typica,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,0.11,0,0.0,0,1200.0,Specialty Coffee Association,2012
176,84.42,Arabica,United States,kona,unknown,unknown,"January 21st, 2013",Hawaiian Kona,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,0.11,0,0.0,1,518.0,Specialty Coffee Association,2012
177,84.42,Arabica,Mexico,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,finca la chiripa,"June 6th, 2012",Pacamara,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,0.12,2,0.0,4,900.0,AMECAFE,2012
178,84.42,Arabica,Ethiopia,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",phone number | 0911-513824 email: gmt.ft,"June 17th, 2010",Other,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,0.2,0,0.0,2,1672.0,Ethiopia Commodity Exchange,2009
